email,label
"From: security@venmo.com
Subject: Use this code to continue
Enter 195325 to confirm your login attempt from Safari on Mac. If this wasn’t you, please secure your account.",Prioritize
"From: no-reply@amazon.com
Subject: Confirm your account access
Security code: 725380. You received this because of a recent login attempt.",Prioritize
"From: no-reply@linkedin.com
Subject: Use this code to continue
Use 654816 to verify your account. This code will expire in 10 minutes.",Prioritize
"From: verify@airbnb.com
Subject: Security alert: new login
Use 905934 to verify your account. This code will expire in 15 minutes.",Prioritize
"From: verify@coinbase.com
Subject: Confirm your account access
Here’s your verification code: 265840. Keep this code private and do not share it.",Prioritize
"From: security@venmo.com
Subject: Confirm your login
Your one-time verification code is 632342. It will expire shortly.",Prioritize
"From: no-reply@linkedin.com
Subject: Sign-in attempt detected
Your one-time verification code is 260263. It will expire shortly.",Prioritize
"From: security@venmo.com
Subject: Your verification code
Your verification code is 728038. Enter this code to continue signing in.",Prioritize
"From: noreply@outlook.com
Subject: Your one-time code
Your verification code is 972064. Enter this code to continue signing in.",Prioritize
"From: verification@microsoft.com
Subject: 2-step verification code
Use 182582 to verify your account. This code will expire in 5 minutes.",Prioritize
"From: verify@airbnb.com
Subject: Confirm your login
Your one-time verification code is 234628. It will expire shortly.",Prioritize
"From: no-reply@amazon.com
Subject: Security alert: new login
Use security code 653306 to finish signing in on your new device.",Prioritize
"From: verify@airbnb.com
Subject: Sign-in attempt detected
Use 847581 to verify your identity and complete your sign-in. This link expires at 2025-10-23 20:22 UTC.",Prioritize
"From: auth@github.com
Subject: Identity verification code
Use security code 573417 to finish signing in on your new device.",Prioritize
"From: login@google.com
Subject: Your one-time code
Use 122056 to access your account securely. If you didn't request this, ignore this email.",Prioritize
"From: verification@microsoft.com
Subject: Your verification code
Use security code 174441 to finish signing in on your new device.",Prioritize
"From: login@google.com
Subject: Your verification code
Here’s your verification code: 446479. Keep this code private and do not share it.",Prioritize
"From: no-reply@instagram.com
Subject: Sign-in attempt detected
Use security code 665427 to finish signing in on your new device.",Prioritize
"From: no-reply@instagram.com
Subject: Confirm your account access
Security code: 299659. You received this because of a recent login attempt.",Prioritize
"From: alert@wellsfargo.com
Subject: Confirm your account access
Use 531071 to verify your account. This code will expire in 10 minutes.",Prioritize
"From: no-reply@chase.com
Subject: Confirm your account access
Use security code 863587 to finish signing in on your new device.",Prioritize
"From: security@bankofamerica.com
Subject: Sign-in attempt detected
Security code: 662336. You received this because of a recent login attempt.",Prioritize
"From: no-reply@amazon.com
Subject: Security alert: new login
Enter 585100 on the verification page to confirm it’s you.",Prioritize
"From: verify@airbnb.com
Subject: Verification required
Use 153045 to verify your account. This code will expire in 15 minutes.",Prioritize
"From: verification@microsoft.com
Subject: Confirm your login
Use security code 526156 to finish signing in on your new device.",Prioritize
"From: support@dropbox.com
Subject: Your verification code
Security code: 272634. You received this because of a recent login attempt.",Prioritize
"From: no-reply@facebookmail.com
Subject: Use this code to continue
Enter 399105 to confirm your login attempt from Mobile App (Android). If this wasn’t you, please secure your account.",Prioritize
"From: security@bankofamerica.com
Subject: Security alert: new login
Use 328275 to verify your identity and complete your sign-in. This link expires at 2025-10-23 20:17 UTC.",Prioritize
"From: no-reply@chase.com
Subject: Your verification code
Your verification code is 712554. Enter this code to continue signing in.",Prioritize
"From: security@venmo.com
Subject: Verification required
Use 992697 to access your account securely. If you didn't request this, ignore this email.",Prioritize
"From: login@google.com
Subject: Sign-in attempt detected
Use 523389 to access your account securely. If you didn't request this, ignore this email.",Prioritize
"From: no-reply@linkedin.com
Subject: Your verification code
Use 749468 to access your account securely. If you didn't request this, ignore this email.",Prioritize
"From: security@uber.com
Subject: Identity verification code
Use 431737 to verify your identity and complete your sign-in. This link expires at 2025-10-23 20:22 UTC.",Prioritize
"From: verification@microsoft.com
Subject: Security alert: new login
Enter 515011 on the verification page to confirm it’s you.",Prioritize
"From: no-reply@netflix.com
Subject: Verification required
Use 109767 to verify your account. This code will expire in 10 minutes.",Prioritize
"From: verify@airbnb.com
Subject: Sign-in attempt detected
Use 630458 to verify your identity and complete your sign-in. This link expires at 2025-10-23 20:22 UTC.",Prioritize
"From: login@google.com
Subject: Sign-in attempt detected
Enter 487477 on the verification page to confirm it’s you.",Prioritize
"From: verify@airbnb.com
Subject: Security alert: new login
Your one-time verification code is 741390. It will expire shortly.",Prioritize
"From: verify@coinbase.com
Subject: Verification required
Use 240814 to verify your account. This code will expire in 10 minutes.",Prioritize
"From: verify@airbnb.com
Subject: Confirm your login
Use 385577 to verify your identity and complete your sign-in. This link expires at 2025-10-23 20:22 UTC.",Prioritize
"From: security@bankofamerica.com
Subject: Security alert: new login
Your verification code is 629959. Enter this code to continue signing in.",Prioritize
"From: login@google.com
Subject: Confirm your account access
Your verification code is 969634. Enter this code to continue signing in.",Prioritize
"From: no-reply@netflix.com
Subject: Confirm your login
Enter 768061 on the verification page to confirm it’s you.",Prioritize
"From: verify@airbnb.com
Subject: Confirm your account access
Use 688153 to verify your account. This code will expire in 5 minutes.",Prioritize
"From: verification@paypal.com
Subject: Identity verification code
Security code: 137778. You received this because of a recent login attempt.",Prioritize
"From: verification@paypal.com
Subject: Your verification code
Use 423232 to verify your identity and complete your sign-in. This link expires at 2025-10-23 20:22 UTC.",Prioritize
"From: security@bankofamerica.com
Subject: Sign-in attempt detected
Your one-time verification code is 799330. It will expire shortly.",Prioritize
"From: noreply@twitter.com
Subject: 2-step verification code
Enter 885884 to confirm your login attempt from Chrome on Android. If this wasn’t you, please secure your account.",Prioritize
"From: no-reply@amazon.com
Subject: Confirm your account access
Security code: 125990. You received this because of a recent login attempt.",Prioritize
"From: verification@microsoft.com
Subject: Security alert: new login
Security code: 266931. You received this because of a recent login attempt.",Prioritize
"From: no-reply@chase.com
Subject: Use this code to continue
Use 333238 to verify your identity and complete your sign-in. This link expires at 2025-10-23 20:17 UTC.",Prioritize
"From: verify@coinbase.com
Subject: Sign-in attempt detected
Security code: 333752. You received this because of a recent login attempt.",Prioritize
"From: no-reply@netflix.com
Subject: Security alert: new login
Your one-time verification code is 172792. It will expire shortly.",Prioritize
"From: support@dropbox.com
Subject: Identity verification code
Here’s your verification code: 447235. Keep this code private and do not share it.",Prioritize
"From: no-reply@amazon.com
Subject: 2-step verification code
Use 378361 to access your account securely. If you didn't request this, ignore this email.",Prioritize
"From: noreply@twitter.com
Subject: Your one-time code
Use 863934 to access your account securely. If you didn't request this, ignore this email.",Prioritize
"From: security@venmo.com
Subject: Verification required
Here’s your verification code: 503906. Keep this code private and do not share it.",Prioritize
"From: no-reply@chase.com
Subject: Confirm your account access
Use 101773 to verify your identity and complete your sign-in. This link expires at 2025-10-23 20:27 UTC.",Prioritize
"From: noreply@twitter.com
Subject: Verification required
Use 796503 to verify your account. This code will expire in 10 minutes.",Prioritize
"From: verify@coinbase.com
Subject: Identity verification code
Use 424308 to verify your identity and complete your sign-in. This link expires at 2025-10-23 20:27 UTC.",Prioritize
"From: support@dropbox.com
Subject: Security alert: new login
Security code: 681343. You received this because of a recent login attempt.",Prioritize
"From: support@dropbox.com
Subject: Confirm your login
Security code: 745414. You received this because of a recent login attempt.",Prioritize
"From: verify@airbnb.com
Subject: Your verification code
Security code: 418635. You received this because of a recent login attempt.",Prioritize
"From: security@uber.com
Subject: 2-step verification code
Enter 786508 on the verification page to confirm it’s you.",Prioritize
"From: auth@github.com
Subject: Sign-in attempt detected
Use 636004 to verify your account. This code will expire in 10 minutes.",Prioritize
"From: verify@coinbase.com
Subject: Identity verification code
Use 796101 to verify your account. This code will expire in 15 minutes.",Prioritize
"From: verification@microsoft.com
Subject: Security alert: new login
Your verification code is 335552. Enter this code to continue signing in.",Prioritize
"From: no-reply@chase.com
Subject: Sign-in attempt detected
Enter 598216 on the verification page to confirm it’s you.",Prioritize
"From: noreply@twitter.com
Subject: 2-step verification code
Enter 303880 on the verification page to confirm it’s you.",Prioritize
"From: support@dropbox.com
Subject: Sign-in attempt detected
Use 254739 to verify your account. This code will expire in 15 minutes.",Prioritize
"From: noreply@twitter.com
Subject: Sign-in attempt detected
Your verification code is 284430. Enter this code to continue signing in.",Prioritize
"From: verify@airbnb.com
Subject: Sign-in attempt detected
Enter 989545 to confirm your login attempt from Mobile App (Android). If this wasn’t you, please secure your account.",Prioritize
"From: auth@github.com
Subject: Identity verification code
Enter 686075 on the verification page to confirm it’s you.",Prioritize
"From: no-reply@linkedin.com
Subject: Identity verification code
Enter 547470 to confirm your login attempt from Mobile App (Android). If this wasn’t you, please secure your account.",Prioritize
"From: no-reply@instagram.com
Subject: Use this code to continue
Your one-time verification code is 371782. It will expire shortly.",Prioritize
"From: no-reply@instagram.com
Subject: Sign-in attempt detected
Here’s your verification code: 387936. Keep this code private and do not share it.",Prioritize
"From: verification@microsoft.com
Subject: Security alert: new login
Enter 452161 to confirm your login attempt from Safari on Mac. If this wasn’t you, please secure your account.",Prioritize
"From: verification@paypal.com
Subject: Sign-in attempt detected
Use security code 501641 to finish signing in on your new device.",Prioritize
"From: login@google.com
Subject: Confirm your account access
Security code: 527398. You received this because of a recent login attempt.",Prioritize
"From: no-reply@chase.com
Subject: Sign-in attempt detected
Use 973349 to access your account securely. If you didn't request this, ignore this email.",Prioritize
"From: security@appleid.com
Subject: 2-step verification code
Use 498858 to verify your identity and complete your sign-in. This link expires at 2025-10-23 20:22 UTC.",Prioritize
"From: verify@coinbase.com
Subject: Confirm your account access
Enter 994905 on the verification page to confirm it’s you.",Prioritize
"From: verification@microsoft.com
Subject: Security alert: new login
Security code: 557007. You received this because of a recent login attempt.",Prioritize
"From: no-reply@netflix.com
Subject: Confirm your account access
Enter 859359 to confirm your login attempt from Mobile App (Android). If this wasn’t you, please secure your account.",Prioritize
"From: no-reply@linkedin.com
Subject: Identity verification code
Use 128276 to verify your account. This code will expire in 10 minutes.",Prioritize
"From: noreply@twitter.com
Subject: Confirm your login
Here’s your verification code: 584125. Keep this code private and do not share it.",Prioritize
"From: support@dropbox.com
Subject: Your one-time code
Use 321941 to verify your identity and complete your sign-in. This link expires at 2025-10-23 20:22 UTC.",Prioritize
"From: support@dropbox.com
Subject: Security alert: new login
Use 888539 to verify your account. This code will expire in 10 minutes.",Prioritize
"From: no-reply@instagram.com
Subject: Your verification code
Use 885408 to verify your identity and complete your sign-in. This link expires at 2025-10-23 20:27 UTC.",Prioritize
"From: verification@microsoft.com
Subject: Verification required
Your verification code is 919182. Enter this code to continue signing in.",Prioritize
"From: verification@microsoft.com
Subject: Sign-in attempt detected
Use security code 979995 to finish signing in on your new device.",Prioritize
"From: verification@paypal.com
Subject: Use this code to continue
Enter 801978 on the verification page to confirm it’s you.",Prioritize
"From: no-reply@facebookmail.com
Subject: Your one-time code
Enter 275939 to confirm your login attempt from Safari on Mac. If this wasn’t you, please secure your account.",Prioritize
"From: verify@coinbase.com
Subject: Verification required
Use 706794 to access your account securely. If you didn't request this, ignore this email.",Prioritize
"From: support@dropbox.com
Subject: Confirm your account access
Use 849747 to access your account securely. If you didn't request this, ignore this email.",Prioritize
"From: verification@microsoft.com
Subject: Verification required
Use 831059 to access your account securely. If you didn't request this, ignore this email.",Prioritize
"From: no-reply@chase.com
Subject: Your one-time code
Use 658623 to verify your account. This code will expire in 10 minutes.",Prioritize
"From: security@venmo.com
Subject: Your one-time code
Use 113266 to verify your account. This code will expire in 10 minutes.",Prioritize
"From: noreply@twitter.com
Subject: Your one-time code
Security code: 766459. You received this because of a recent login attempt.",Prioritize
"From: no-reply@amazon.com
Subject: Identity verification code
Enter 782054 on the verification page to confirm it’s you.",Prioritize
"From: noreply@twitter.com
Subject: 2-step verification code
Use 381433 to verify your account. This code will expire in 10 minutes.",Prioritize
"From: no-reply@facebookmail.com
Subject: Use this code to continue
Use 355709 to verify your identity and complete your sign-in. This link expires at 2025-10-23 20:22 UTC.",Prioritize
"From: security@appleid.com
Subject: Use this code to continue
Enter 992288 on the verification page to confirm it’s you.",Prioritize
"From: security@bankofamerica.com
Subject: Your one-time code
Here’s your verification code: 936587. Keep this code private and do not share it.",Prioritize
"From: no-reply@linkedin.com
Subject: Security alert: new login
Use 682789 to verify your account. This code will expire in 5 minutes.",Prioritize
"From: verification@microsoft.com
Subject: Confirm your account access
Enter 612311 on the verification page to confirm it’s you.",Prioritize
"From: no-reply@instagram.com
Subject: Use this code to continue
Here’s your verification code: 931450. Keep this code private and do not share it.",Prioritize
"From: verification@microsoft.com
Subject: Confirm your account access
Use 825391 to access your account securely. If you didn't request this, ignore this email.",Prioritize
"From: alert@wellsfargo.com
Subject: Use this code to continue
Security code: 680358. You received this because of a recent login attempt.",Prioritize
"From: verify@airbnb.com
Subject: Your one-time code
Here’s your verification code: 468900. Keep this code private and do not share it.",Prioritize
"From: verify@coinbase.com
Subject: Security alert: new login
Use 341736 to verify your identity and complete your sign-in. This link expires at 2025-10-23 20:17 UTC.",Prioritize
"From: noreply@outlook.com
Subject: Identity verification code
Use security code 899213 to finish signing in on your new device.",Prioritize
"From: security@bankofamerica.com
Subject: Use this code to continue
Use 389930 to verify your account. This code will expire in 15 minutes.",Prioritize
"From: security@bankofamerica.com
Subject: Security alert: new login
Here’s your verification code: 338533. Keep this code private and do not share it.",Prioritize
"From: security@appleid.com
Subject: Identity verification code
Your verification code is 232731. Enter this code to continue signing in.",Prioritize
"From: verify@airbnb.com
Subject: Security alert: new login
Use 831295 to verify your account. This code will expire in 5 minutes.",Prioritize
"From: security@appleid.com
Subject: 2-step verification code
Enter 398151 on the verification page to confirm it’s you.",Prioritize
"From: no-reply@netflix.com
Subject: Confirm your login
Use 153872 to verify your account. This code will expire in 10 minutes.",Prioritize
"From: login@google.com
Subject: Confirm your account access
Enter 615633 to confirm your login attempt from Chrome on Windows. If this wasn’t you, please secure your account.",Prioritize
"From: verification@paypal.com
Subject: 2-step verification code
Use 418594 to verify your account. This code will expire in 5 minutes.",Prioritize
"From: verify@airbnb.com
Subject: Confirm your account access
Your one-time verification code is 735770. It will expire shortly.",Prioritize
"From: support@dropbox.com
Subject: Use this code to continue
Here’s your verification code: 564226. Keep this code private and do not share it.",Prioritize
"From: security@uber.com
Subject: 2-step verification code
Use security code 163156 to finish signing in on your new device.",Prioritize
"From: security@bankofamerica.com
Subject: Security alert: new login
Use security code 792509 to finish signing in on your new device.",Prioritize
"From: no-reply@amazon.com
Subject: Identity verification code
Security code: 178711. You received this because of a recent login attempt.",Prioritize
"From: auth@github.com
Subject: 2-step verification code
Use security code 592738 to finish signing in on your new device.",Prioritize
"From: verify@coinbase.com
Subject: Security alert: new login
Use security code 837135 to finish signing in on your new device.",Prioritize
"From: no-reply@facebookmail.com
Subject: 2-step verification code
Use 793300 to verify your account. This code will expire in 5 minutes.",Prioritize
"From: verify@airbnb.com
Subject: Sign-in attempt detected
Enter 779094 to confirm your login attempt from Safari on iPhone. If this wasn’t you, please secure your account.",Prioritize
"From: login@google.com
Subject: Your verification code
Enter 273982 on the verification page to confirm it’s you.",Prioritize
"From: noreply@outlook.com
Subject: Use this code to continue
Here’s your verification code: 822131. Keep this code private and do not share it.",Prioritize
"From: security@venmo.com
Subject: Identity verification code
Use 617781 to access your account securely. If you didn't request this, ignore this email.",Prioritize
"From: no-reply@chase.com
Subject: Confirm your account access
Your verification code is 870214. Enter this code to continue signing in.",Prioritize
"From: login@google.com
Subject: Sign-in attempt detected
Here’s your verification code: 807053. Keep this code private and do not share it.",Prioritize
"From: security@uber.com
Subject: Your verification code
Your one-time verification code is 900177. It will expire shortly.",Prioritize
"From: auth@github.com
Subject: Security alert: new login
Enter 290305 on the verification page to confirm it’s you.",Prioritize
"From: login@google.com
Subject: Use this code to continue
Use 464863 to verify your identity and complete your sign-in. This link expires at 2025-10-23 20:22 UTC.",Prioritize
"From: noreply@outlook.com
Subject: Confirm your login
Here’s your verification code: 445824. Keep this code private and do not share it.",Prioritize
"From: support@dropbox.com
Subject: Identity verification code
Use 138479 to verify your identity and complete your sign-in. This link expires at 2025-10-23 20:22 UTC.",Prioritize
"From: no-reply@facebookmail.com
Subject: Your one-time code
Your one-time verification code is 221552. It will expire shortly.",Prioritize
"From: auth@github.com
Subject: Confirm your account access
Use 156837 to access your account securely. If you didn't request this, ignore this email.",Prioritize
"From: no-reply@instagram.com
Subject: Use this code to continue
Here’s your verification code: 896907. Keep this code private and do not share it.",Prioritize
"From: verify@airbnb.com
Subject: Confirm your login
Use 402020 to verify your account. This code will expire in 10 minutes.",Prioritize
"From: security@appleid.com
Subject: 2-step verification code
Here’s your verification code: 938141. Keep this code private and do not share it.",Prioritize
"From: verify@airbnb.com
Subject: Your verification code
Use security code 679077 to finish signing in on your new device.",Prioritize
"From: noreply@outlook.com
Subject: Use this code to continue
Enter 223172 on the verification page to confirm it’s you.",Prioritize
"From: verify@coinbase.com
Subject: Identity verification code
Enter 839677 on the verification page to confirm it’s you.",Prioritize
"From: no-reply@instagram.com
Subject: Sign-in attempt detected
Security code: 578975. You received this because of a recent login attempt.",Prioritize
"From: security@bankofamerica.com
Subject: 2-step verification code
Use 632929 to verify your account. This code will expire in 15 minutes.",Prioritize
"From: no-reply@facebookmail.com
Subject: Confirm your account access
Your verification code is 456385. Enter this code to continue signing in.",Prioritize
"From: verify@coinbase.com
Subject: Security alert: new login
Enter 978157 to confirm your login attempt from Mobile App (Android). If this wasn’t you, please secure your account.",Prioritize
"From: auth@github.com
Subject: Identity verification code
Your one-time verification code is 607868. It will expire shortly.",Prioritize
"From: verify@airbnb.com
Subject: Confirm your account access
Use security code 577463 to finish signing in on your new device.",Prioritize
"From: security@uber.com
Subject: Confirm your account access
Use 344907 to verify your identity and complete your sign-in. This link expires at 2025-10-23 20:22 UTC.",Prioritize
"From: no-reply@instagram.com
Subject: Confirm your account access
Enter 504832 on the verification page to confirm it’s you.",Prioritize
"From: no-reply@chase.com
Subject: Confirm your login
Use 626690 to verify your account. This code will expire in 15 minutes.",Prioritize
"From: auth@github.com
Subject: Verification required
Enter 651499 to confirm your login attempt from Chrome on Windows. If this wasn’t you, please secure your account.",Prioritize
"From: noreply@twitter.com
Subject: Confirm your login
Use 178463 to verify your identity and complete your sign-in. This link expires at 2025-10-23 20:22 UTC.",Prioritize
"From: no-reply@linkedin.com
Subject: Confirm your account access
Your one-time verification code is 781403. It will expire shortly.",Prioritize
"From: support@dropbox.com
Subject: Your one-time code
Your one-time verification code is 757246. It will expire shortly.",Prioritize
"From: no-reply@chase.com
Subject: 2-step verification code
Use security code 171744 to finish signing in on your new device.",Prioritize
"From: login@google.com
Subject: Confirm your account access
Enter 203225 on the verification page to confirm it’s you.",Prioritize
"From: no-reply@amazon.com
Subject: Security alert: new login
Your verification code is 130353. Enter this code to continue signing in.",Prioritize
"From: verify@coinbase.com
Subject: Your one-time code
Use security code 493049 to finish signing in on your new device.",Prioritize
"From: security@venmo.com
Subject: Confirm your account access
Enter 693418 to confirm your login attempt from Firefox on Linux. If this wasn’t you, please secure your account.",Prioritize
"From: no-reply@amazon.com
Subject: Verification required
Enter 739098 on the verification page to confirm it’s you.",Prioritize
"From: security@uber.com
Subject: Confirm your login
Enter 343467 on the verification page to confirm it’s you.",Prioritize
"From: no-reply@facebookmail.com
Subject: Your verification code
Your one-time verification code is 943718. It will expire shortly.",Prioritize
"From: no-reply@amazon.com
Subject: Verification required
Security code: 563187. You received this because of a recent login attempt.",Prioritize
"From: no-reply@facebookmail.com
Subject: Use this code to continue
Security code: 986365. You received this because of a recent login attempt.",Prioritize
"From: no-reply@instagram.com
Subject: Verification required
Use 348728 to access your account securely. If you didn't request this, ignore this email.",Prioritize
"From: verify@coinbase.com
Subject: Security alert: new login
Here’s your verification code: 123005. Keep this code private and do not share it.",Prioritize
"From: security@appleid.com
Subject: 2-step verification code
Use 819112 to access your account securely. If you didn't request this, ignore this email.",Prioritize
"From: no-reply@instagram.com
Subject: Security alert: new login
Use security code 913423 to finish signing in on your new device.",Prioritize
"From: security@bankofamerica.com
Subject: 2-step verification code
Use 362801 to verify your account. This code will expire in 15 minutes.",Prioritize
"From: no-reply@chase.com
Subject: Security alert: new login
Use 926918 to access your account securely. If you didn't request this, ignore this email.",Prioritize
"From: alert@wellsfargo.com
Subject: Confirm your login
Security code: 194511. You received this because of a recent login attempt.",Prioritize
"From: no-reply@amazon.com
Subject: Sign-in attempt detected
Your one-time verification code is 238579. It will expire shortly.",Prioritize
"From: security@venmo.com
Subject: Security alert: new login
Enter 970813 on the verification page to confirm it’s you.",Prioritize
"From: verify@coinbase.com
Subject: Your one-time code
Use 943298 to verify your account. This code will expire in 5 minutes.",Prioritize
"From: verification@paypal.com
Subject: Sign-in attempt detected
Your one-time verification code is 809176. It will expire shortly.",Prioritize
"From: alert@wellsfargo.com
Subject: Verification required
Here’s your verification code: 929090. Keep this code private and do not share it.",Prioritize
"From: verify@airbnb.com
Subject: Verification required
Use 576877 to access your account securely. If you didn't request this, ignore this email.",Prioritize
"From: support@dropbox.com
Subject: Your one-time code
Enter 213609 on the verification page to confirm it’s you.",Prioritize
"From: security@appleid.com
Subject: 2-step verification code
Use 688678 to verify your account. This code will expire in 10 minutes.",Prioritize
"From: auth@github.com
Subject: Security alert: new login
Enter 780776 to confirm your login attempt from Safari on Mac. If this wasn’t you, please secure your account.",Prioritize
"From: no-reply@chase.com
Subject: Your verification code
Use 419149 to verify your account. This code will expire in 10 minutes.",Prioritize
"From: verification@microsoft.com
Subject: Identity verification code
Use 242254 to verify your identity and complete your sign-in. This link expires at 2025-10-23 20:22 UTC.",Prioritize
"From: verify@airbnb.com
Subject: Confirm your account access
Security code: 715870. You received this because of a recent login attempt.",Prioritize
"From: noreply@outlook.com
Subject: Use this code to continue
Your verification code is 745558. Enter this code to continue signing in.",Prioritize
"From: alert@wellsfargo.com
Subject: Sign-in attempt detected
Use 564920 to verify your identity and complete your sign-in. This link expires at 2025-10-23 20:22 UTC.",Prioritize
"From: noreply@outlook.com
Subject: Your one-time code
Your verification code is 670913. Enter this code to continue signing in.",Prioritize
"From: support@dropbox.com
Subject: Security alert: new login
Use 299028 to verify your account. This code will expire in 5 minutes.",Prioritize
"From: security@bankofamerica.com
Subject: 2-step verification code
Use security code 122394 to finish signing in on your new device.",Prioritize
"From: verification@paypal.com
Subject: 2-step verification code
Use 315173 to access your account securely. If you didn't request this, ignore this email.",Prioritize
"From: security@bankofamerica.com
Subject: Sign-in attempt detected
Here’s your verification code: 444519. Keep this code private and do not share it.",Prioritize
"From: verification@paypal.com
Subject: Confirm your login
Use 666456 to verify your account. This code will expire in 10 minutes.",Prioritize
"From: security@appleid.com
Subject: Confirm your login
Use 115582 to access your account securely. If you didn't request this, ignore this email.",Prioritize
"From: no-reply@netflix.com
Subject: Your verification code
Enter 282710 to confirm your login attempt from Chrome on Windows. If this wasn’t you, please secure your account.",Prioritize
"From: noreply@twitter.com
Subject: Identity verification code
Enter 219169 on the verification page to confirm it’s you.",Prioritize
"From: auth@github.com
Subject: Your one-time code
Enter 638169 on the verification page to confirm it’s you.",Prioritize
"From: security@venmo.com
Subject: Sign-in attempt detected
Enter 744986 on the verification page to confirm it’s you.",Prioritize
"From: security@appleid.com
Subject: Your verification code
Use 602248 to verify your account. This code will expire in 10 minutes.",Prioritize
"From: no-reply@instagram.com
Subject: Use this code to continue
Use 177060 to access your account securely. If you didn't request this, ignore this email.",Prioritize
"From: verification@paypal.com
Subject: Verification required
Security code: 232321. You received this because of a recent login attempt.",Prioritize
"From: no-reply@linkedin.com
Subject: Identity verification code
Use 409222 to verify your account. This code will expire in 10 minutes.",Prioritize
"From: noreply@outlook.com
Subject: Identity verification code
Enter 855855 on the verification page to confirm it’s you.",Prioritize
"From: verification@microsoft.com
Subject: Confirm your account access
Security code: 455395. You received this because of a recent login attempt.",Prioritize
"From: noreply@outlook.com
Subject: Your one-time code
Use 547494 to verify your identity and complete your sign-in. This link expires at 2025-10-23 20:22 UTC.",Prioritize
"From: verification@paypal.com
Subject: Use this code to continue
Use 170394 to verify your account. This code will expire in 5 minutes.",Prioritize
"From: noreply@twitter.com
Subject: Verification required
Enter 880758 to confirm your login attempt from Edge on Windows. If this wasn’t you, please secure your account.",Prioritize
"From: verify@airbnb.com
Subject: Your verification code
Use 714953 to verify your account. This code will expire in 15 minutes.",Prioritize
"From: noreply@twitter.com
Subject: Your one-time code
Here’s your verification code: 797660. Keep this code private and do not share it.",Prioritize
"From: no-reply@linkedin.com
Subject: Security alert: new login
Enter 468727 to confirm your login attempt from Chrome on Android. If this wasn’t you, please secure your account.",Prioritize
"From: no-reply@instagram.com
Subject: Sign-in attempt detected
Your one-time verification code is 988432. It will expire shortly.",Prioritize
"From: alert@wellsfargo.com
Subject: Verification required
Security code: 899649. You received this because of a recent login attempt.",Prioritize
"From: verify@airbnb.com
Subject: 2-step verification code
Use 743378 to access your account securely. If you didn't request this, ignore this email.",Prioritize
"From: no-reply@facebookmail.com
Subject: Your verification code
Use 289179 to verify your identity and complete your sign-in. This link expires at 2025-10-23 20:22 UTC.",Prioritize
"From: alert@wellsfargo.com
Subject: Your verification code
Use 290217 to verify your account. This code will expire in 5 minutes.",Prioritize
"From: verification@paypal.com
Subject: Your verification code
Security code: 196214. You received this because of a recent login attempt.",Prioritize
"From: noreply@twitter.com
Subject: Use this code to continue
Here’s your verification code: 457455. Keep this code private and do not share it.",Prioritize
"From: no-reply@netflix.com
Subject: 2-step verification code
Enter 725185 to confirm your login attempt from Chrome on Windows. If this wasn’t you, please secure your account.",Prioritize
