email,label
"From: offers@delta.com
Subject: Special promotion: 15% off your cart total!
Flash deal: 15% off limited stock items.",Slow
"From: hello@etsy.com
Subject: Spring sale is here! 50% off select items!
Special online savings: 50% off everything you love.",Slow
"From: sales@target.com
Subject: Flash deal: 50% off for the next 24 hours!
Your favorites, now discounted: 50% off.",Slow
"From: promos@patagonia.com
Subject: Spring sale is here! 40% off select items!
This weekend only: get 40% off sitewide. Happy shopping!",Slow
"From: deals@bestbuy.com
Subject: Your favorite items are waiting — 40% off today!
Your favorites are discounted! 40% off for a short time.",Slow
"From: newsletter@costco.com
Subject: Don’t miss out on 50% off our bestsellers!
Special promotion: enjoy 50% off your cart total.",Slow
"From: promotions@nike.com
Subject: Exclusive offer just for you — 15% off today!
Our gift to you: 15% off for loyal customers.",Slow
"From: offers@delta.com
Subject: Flash deal: 15% off for the next 24 hours!
Treat yourself: 15% off our newest collection.",Slow
"From: updates@spotify.com
Subject: Special savings inside: 50% off everything!
Your favorites are discounted! 50% off for a short time.",Slow
"From: rewards@starbucks.com
Subject: Don’t wait! 30% off ends soon!
Flash deal: 30% off limited stock items.",Slow
"From: newsletter@apple.com
Subject: Flash sale alert: 50% off for 24 hours only!
Refresh your wardrobe with 50% off new styles.",Slow
"From: deals@bestbuy.com
Subject: Back in stock! Get 10% off now!
Special online savings: 10% off everything you love.",Slow
"From: offers@amazon.com
Subject: Shop today and enjoy 15% off everything!
Your personal offer: 15% off just for subscribers.",Slow
"From: no-reply@airbnb.com
Subject: Shop more, save more — up to 20% off!
Don’t miss these deals: 20% off today only.",Slow
"From: promos@patagonia.com
Subject: Don’t miss out on 25% off our bestsellers!
Our gift to you: 25% off for loyal customers.",Slow
"From: promotions@nike.com
Subject: Weekend special: save 20% on selected products!
We’ve got something special for you. For a limited time, enjoy 20% off our most popular items.",Slow
"From: rewards@uber.com
Subject: Shop today and enjoy 30% off everything!
Your favorites, now discounted: 30% off.",Slow
"From: info@rei.com
Subject: Shop more, save more — up to 30% off!
Today only: save 30% on your favorite products.",Slow
"From: offers@doordash.com
Subject: Special savings inside: 50% off everything!
Treat yourself: 50% off our newest collection.",Slow
"From: news@wholefoods.com
Subject: Exclusive offer just for you — 25% off today!
Enjoy this special promotion: 25% off selected products.",Slow
"From: offers@doordash.com
Subject: Limited supply — 10% off while supplies last!
Enjoy 10% off on our most popular categories.",Slow
"From: promotions@nike.com
Subject: Hot deal: 10% off just for you!
Check out our bestsellers — now 10% off!",Slow
"From: news@lyft.com
Subject: Exclusive offer just for you — 20% off today!
Limited stock alert: 20% off your favorite items.",Slow
"From: newsletter@apple.com
Subject: Don’t miss our 20% off sale this weekend!
It’s your lucky day! 20% off your next order.",Slow
"From: newsletter@apple.com
Subject: Weekend special: save 25% on selected products!
We thought you’d like this: 25% off our top picks for you.",Slow
"From: no-reply@sephora.com
Subject: Hot deal: 25% off just for you!
It’s your lucky day! 25% off your next order.",Slow
"From: promotions@nike.com
Subject: Shop more, save more — up to 15% off!
Hot deals inside — 15% off for a limited time.",Slow
"From: no-reply@sephora.com
Subject: Shop today and enjoy 35% off everything!
Only a few hours left — claim your 35% discount now!",Slow
"From: updates@spotify.com
Subject: Flash deal: 35% off for the next 24 hours!
Only a few hours left — claim your 35% discount now!",Slow
"From: rewards@uber.com
Subject: Early access: 20% off new arrivals!
Seasonal savings: 20% off popular items.",Slow
"From: news@wholefoods.com
Subject: Limited-time deal: get 50% off now!
Your personal offer: 50% off just for subscribers.",Slow
"From: newsletter@apple.com
Subject: Don’t wait! 10% off ends soon!
We’re celebrating with 10% off just for you.",Slow
"From: no-reply@sephora.com
Subject: Don’t miss our 15% off sale this weekend!
Special online savings: 15% off everything you love.",Slow
"From: updates@spotify.com
Subject: Special savings inside: 30% off everything!
Shop now and save 30% on your next purchase.",Slow
"From: newsletter@apple.com
Subject: Your favorite items are waiting — 25% off today!
Your cart is calling! Get 25% off before it’s too late.",Slow
"From: rewards@starbucks.com
Subject: Exclusive: 50% off just for our subscribers!
Special online savings: 50% off everything you love.",Slow
"From: news@wholefoods.com
Subject: Early access: 10% off new arrivals!
Take 10% off and enjoy free shipping on select items.",Slow
"From: offers@doordash.com
Subject: Shop today and enjoy 30% off everything!
Hot deals inside — 30% off for a limited time.",Slow
"From: deals@bestbuy.com
Subject: Member exclusive: 20% off your next purchase!
We thought you’d like this: 20% off our top picks for you.",Slow
"From: deals@bestbuy.com
Subject: Member exclusive: 20% off your next purchase!
Your cart is calling! Get 20% off before it’s too late.",Slow
"From: updates@netflix.com
Subject: Your deal is here: 25% off selected items!
Special savings event: 25% off everything online.",Slow
"From: updates@spotify.com
Subject: Special promotion: 30% off your cart total!
Don’t miss these deals: 30% off today only.",Slow
"From: hello@etsy.com
Subject: Don’t miss our 10% off sale this weekend!
Your next purchase is discounted: save 10% now.",Slow
"From: newsletter@costco.com
Subject: Exclusive offer just for you — 30% off today!
We’ve got something special for you. For a limited time, enjoy 30% off our most popular items.",Slow
"From: offers@delta.com
Subject: Back in stock! Get 20% off now!
Only a few hours left — claim your 20% discount now!",Slow
"From: rewards@starbucks.com
Subject: Get ready for savings — 50% off top picks!
Check out our latest deals — 50% off selected items.",Slow
"From: newsletter@costco.com
Subject: New arrivals just dropped — shop now!
Exclusive deal: 10% off everything in your cart. Act fast!",Slow
"From: sales@target.com
Subject: Exclusive: 10% off just for our subscribers!
This week only: 10% off sitewide.",Slow
"From: no-reply@sephora.com
Subject: Shop more, save more — up to 20% off!
Special offer inside: 20% off your order. Don’t miss it!",Slow
"From: promotions@nike.com
Subject: Your favorite items are waiting — 30% off today!
Your favorites, now discounted: 30% off.",Slow
"From: promotions@nike.com
Subject: Spring sale is here! 35% off select items!
Exclusive online offer: take 35% off today.",Slow
"From: no-reply@airbnb.com
Subject: Your favorite items are waiting — 15% off today!
Don’t miss out — 15% off while supplies last.",Slow
"From: offers@doordash.com
Subject: Today only: 40% off your order!
Shop our newest collection with 40% off today.",Slow
"From: sales@target.com
Subject: Don’t miss out on 25% off our bestsellers!
Your personalized deal: 25% off selected items just for you.",Slow
"From: rewards@starbucks.com
Subject: Save 40% on your next order!
Grab your favorites while supplies last — 40% off today.",Slow
"From: offers@delta.com
Subject: Flash sale alert: 40% off for 24 hours only!
Hot deals inside — 40% off for a limited time.",Slow
"From: no-reply@airbnb.com
Subject: You’ve earned 30% off — use it before it’s gone!
Your favorites, now discounted: 30% off.",Slow
"From: deals@bestbuy.com
Subject: Don’t miss out on 40% off our bestsellers!
Celebrate with us — take 40% off select products. Offer ends soon.",Slow
"From: promos@patagonia.com
Subject: Spring sale is here! 25% off select items!
Take 25% off and enjoy free shipping on select items.",Slow
"From: info@rei.com
Subject: Time to refresh your favorites — 35% off sitewide!
Take 35% off and enjoy free shipping on select items.",Slow
"From: no-reply@airbnb.com
Subject: Save 25% on your next order!
Hot deals inside — 25% off for a limited time.",Slow
"From: updates@spotify.com
Subject: Limited-time deal: get 40% off now!
Spring into savings with 40% off select products.",Slow
"From: newsletter@apple.com
Subject: Your favorite items are waiting — 30% off today!
Seasonal savings: 30% off popular items.",Slow
"From: news@lyft.com
Subject: Early access: 40% off new arrivals!
Special online savings: 40% off everything you love.",Slow
"From: offers@delta.com
Subject: New arrivals just dropped — shop now!
Only a few hours left — claim your 10% discount now!",Slow
"From: rewards@starbucks.com
Subject: Exclusive offer just for you — 30% off today!
This weekend only: get 30% off sitewide. Happy shopping!",Slow
"From: updates@netflix.com
Subject: Your favorite items are waiting — 40% off today!
Special promotion: enjoy 40% off your cart total.",Slow
"From: offers@delta.com
Subject: Today only: 40% off your order!
Limited stock alert: 40% off your favorite items.",Slow
"From: deals@bestbuy.com
Subject: Hot picks: 40% off today only!
Shop and save 40% on handpicked favorites.",Slow
"From: updates@spotify.com
Subject: Exclusive offer just for you — 30% off today!
Check out our latest deals — 30% off selected items.",Slow
"From: newsletter@costco.com
Subject: Special promotion: 10% off your cart total!
Limited time: save 10% on top picks.",Slow
"From: offers@doordash.com
Subject: Your favorite items are waiting — 25% off today!
Your favorites are discounted! 25% off for a short time.",Slow
"From: newsletter@apple.com
Subject: Today only: 35% off your order!
Enjoy 35% off on our most popular categories.",Slow
"From: deals@bestbuy.com
Subject: Special promotion: 30% off your cart total!
Hot picks for you: 30% off top-rated products.",Slow
"From: newsletter@costco.com
Subject: Weekend special: save 35% on selected products!
Today only: save 35% on your favorite products.",Slow
"From: news@wholefoods.com
Subject: Spring sale is here! 20% off select items!
Take advantage of 20% off our latest arrivals.",Slow
"From: rewards@uber.com
Subject: Today only: 20% off your order!
Shop and save 20% on handpicked favorites.",Slow
"From: news@wholefoods.com
Subject: Get ready for savings — 40% off top picks!
We’ve got something special for you. For a limited time, enjoy 40% off our most popular items.",Slow
"From: news@wholefoods.com
Subject: Spring sale is here! 30% off select items!
Your favorites are discounted! 30% off for a short time.",Slow
"From: no-reply@sephora.com
Subject: Don’t wait! 35% off ends soon!
Get the look you love with 35% off today.",Slow
"From: info@rei.com
Subject: Special promotion: 25% off your cart total!
Check out our bestsellers — now 25% off!",Slow
"From: rewards@starbucks.com
Subject: Time to refresh your favorites — 15% off sitewide!
Limited stock alert: 15% off your favorite items.",Slow
"From: updates@netflix.com
Subject: Don’t miss our 35% off sale this weekend!
Take 35% off and enjoy free shipping on select items.",Slow
"From: no-reply@airbnb.com
Subject: Flash deal: 30% off for the next 24 hours!
Limited time: save 30% on top picks.",Slow
"From: updates@spotify.com
Subject: Save 20% on your next order!
Celebrate with us — take 20% off select products. Offer ends soon.",Slow
"From: no-reply@airbnb.com
Subject: Today only: 50% off your order!
Don’t miss out — 50% off while supplies last.",Slow
"From: newsletter@apple.com
Subject: Shop more, save more — up to 50% off!
Your next purchase is discounted: save 50% now.",Slow
"From: no-reply@sephora.com
Subject: Your deal is here: 25% off selected items!
Today only: save 25% on your favorite products.",Slow
"From: rewards@uber.com
Subject: Weekend special: save 50% on selected products!
Flash deal: 50% off limited stock items.",Slow
"From: sales@target.com
Subject: Hot picks: 10% off today only!
Your personal offer: 10% off just for subscribers.",Slow
"From: deals@bestbuy.com
Subject: Flash deal: 40% off for the next 24 hours!
Grab your favorites while supplies last — 40% off today.",Slow
"From: news@lyft.com
Subject: Exclusive offer just for you — 50% off today!
Refresh your wardrobe with 50% off new styles.",Slow
"From: no-reply@airbnb.com
Subject: Don’t wait! 15% off ends soon!
Special offer inside: 15% off your order. Don’t miss it!",Slow
"From: info@rei.com
Subject: Seasonal sale: 35% off your favorites!
Get the look you love with 35% off today.",Slow
"From: updates@netflix.com
Subject: Exclusive: 40% off just for our subscribers!
Refresh your wardrobe with 40% off new styles.",Slow
"From: info@rei.com
Subject: Limited supply — 20% off while supplies last!
Check out our bestsellers — now 20% off!",Slow
"From: info@rei.com
Subject: Seasonal sale: 30% off your favorites!
Flash deal: 30% off limited stock items.",Slow
"From: hello@etsy.com
Subject: Back in stock! Get 50% off now!
Flash deal: 50% off limited stock items.",Slow
"From: hello@etsy.com
Subject: Don’t miss our 50% off sale this weekend!
Check out our latest deals — 50% off selected items.",Slow
"From: news@wholefoods.com
Subject: Member exclusive: 25% off your next purchase!
Special savings event: 25% off everything online.",Slow
"From: offers@delta.com
Subject: Special savings inside: 15% off everything!
It’s time to refresh your wardrobe — enjoy 15% off today!",Slow
"From: no-reply@airbnb.com
Subject: Your deal is here: 40% off selected items!
It’s time to refresh your wardrobe — enjoy 40% off today!",Slow
"From: updates@spotify.com
Subject: Shop more, save more — up to 15% off!
Take advantage of 15% off our latest arrivals.",Slow
"From: offers@delta.com
Subject: Shop more, save more — up to 50% off!
Your favorites are waiting! Save 50% today and treat yourself.",Slow
"From: updates@spotify.com
Subject: Weekend special: save 40% on selected products!
Don’t miss out — 40% off while supplies last.",Slow
"From: no-reply@sephora.com
Subject: Don’t miss out on 10% off our bestsellers!
Your personal offer: 10% off just for subscribers.",Slow
"From: no-reply@sephora.com
Subject: Exclusive online offer: 40% off everything!
We’ve got something special for you. For a limited time, enjoy 40% off our most popular items.",Slow
"From: deals@expedia.com
Subject: Seasonal sale: 30% off your favorites!
Unlock 30% off your order today — limited time offer!",Slow
"From: newsletter@costco.com
Subject: Exclusive online offer: 25% off everything!
Our biggest sale of the season — save 25% now!",Slow
"From: hello@etsy.com
Subject: Exclusive online offer: 40% off everything!
Shop new arrivals and get 40% off your first purchase. Don’t miss out!",Slow
"From: rewards@uber.com
Subject: Early access: 35% off new arrivals!
Exclusive online offer: take 35% off today.",Slow
"From: rewards@uber.com
Subject: Exclusive: 20% off just for our subscribers!
Upgrade your collection with 20% off selected items.",Slow
"From: sales@target.com
Subject: Shop today and enjoy 10% off everything!
Our gift to you: 10% off for loyal customers.",Slow
"From: no-reply@sephora.com
Subject: Don’t miss our 10% off sale this weekend!
Seasonal savings: 10% off popular items.",Slow
"From: newsletter@costco.com
Subject: Don’t miss out on 20% off our bestsellers!
Upgrade your collection with 20% off selected items.",Slow
"From: rewards@starbucks.com
Subject: Member exclusive: 10% off your next purchase!
Unlock 10% off your order today — limited time offer!",Slow
"From: offers@delta.com
Subject: Don’t wait! 25% off ends soon!
Enjoy 25% off on our most popular categories.",Slow
"From: offers@delta.com
Subject: Member exclusive: 40% off your next purchase!
Your personal offer: 40% off just for subscribers.",Slow
"From: newsletter@costco.com
Subject: Exclusive: 30% off just for our subscribers!
Ready to save? 30% off for a limited time only. Shop now!",Slow
"From: promos@patagonia.com
Subject: Limited supply — 10% off while supplies last!
Special online savings: 10% off everything you love.",Slow
"From: promotions@nike.com
Subject: Flash deal: 35% off for the next 24 hours!
Seasonal savings: 35% off popular items.",Slow
"From: newsletter@apple.com
Subject: Seasonal sale: 10% off your favorites!
Shop new arrivals and get 10% off your first purchase. Don’t miss out!",Slow
"From: no-reply@airbnb.com
Subject: Exclusive: 25% off just for our subscribers!
Shop new arrivals and get 25% off your first purchase. Don’t miss out!",Slow
"From: updates@netflix.com
Subject: Flash deal: 20% off for the next 24 hours!
Special offer inside: 20% off your order. Don’t miss it!",Slow
"From: promos@patagonia.com
Subject: Hot deal: 15% off just for you!
Don’t wait! 15% off ends at midnight tonight.",Slow
"From: info@rei.com
Subject: Seasonal sale: 30% off your favorites!
This week only: 30% off sitewide.",Slow
"From: rewards@starbucks.com
Subject: Seasonal sale: 15% off your favorites!
Take 15% off and enjoy free shipping on select items.",Slow
"From: rewards@starbucks.com
Subject: New arrivals just dropped — shop now!
Enjoy this special promotion: 30% off selected products.",Slow
"From: offers@amazon.com
Subject: Hot deal: 30% off just for you!
Exclusive online offer: take 30% off today.",Slow
"From: rewards@uber.com
Subject: Your deal is here: 40% off selected items!
Treat yourself: 40% off our newest collection.",Slow
"From: newsletter@apple.com
Subject: New arrivals just dropped — shop now!
Today only: save 25% on your favorite products.",Slow
"From: news@wholefoods.com
Subject: Flash sale alert: 15% off for 24 hours only!
Shop and save 15% on handpicked favorites.",Slow
"From: promotions@nike.com
Subject: Get ready for savings — 35% off top picks!
Your favorites are discounted! 35% off for a short time.",Slow
"From: deals@expedia.com
Subject: Special promotion: 15% off your cart total!
Seasonal savings: 15% off popular items.",Slow
"From: offers@delta.com
Subject: Don’t miss out on 10% off our bestsellers!
Take advantage of 10% off our latest arrivals.",Slow
"From: promos@patagonia.com
Subject: Shop more, save more — up to 15% off!
This week only: 15% off sitewide.",Slow
"From: info@rei.com
Subject: Shop more, save more — up to 20% off!
Grab your favorites while supplies last — 20% off today.",Slow
"From: news@lyft.com
Subject: Today only: 30% off your order!
Limited time: save 30% on top picks.",Slow
"From: offers@doordash.com
Subject: Don’t wait! 50% off ends soon!
Your favorites are discounted! 50% off for a short time.",Slow
"From: no-reply@sephora.com
Subject: Limited-time deal: get 30% off now!
Flash deal: 30% off limited stock items.",Slow
"From: newsletter@apple.com
Subject: Hot picks: 30% off today only!
Get the look you love with 30% off today.",Slow
"From: no-reply@airbnb.com
Subject: Hot deal: 50% off just for you!
We’re celebrating with 50% off just for you.",Slow
"From: rewards@uber.com
Subject: Save 35% on your next order!
Don’t miss these deals: 35% off today only.",Slow
"From: offers@delta.com
Subject: Exclusive online offer: 20% off everything!
Don’t wait! 20% off ends at midnight tonight.",Slow
"From: deals@expedia.com
Subject: Limited-time deal: get 30% off now!
Spring into savings with 30% off select products.",Slow
"From: updates@netflix.com
Subject: Get ready for savings — 30% off top picks!
We’ve got something special for you. For a limited time, enjoy 30% off our most popular items.",Slow
"From: news@lyft.com
Subject: Don’t miss our 25% off sale this weekend!
Flash deal: 25% off limited stock items.",Slow
"From: newsletter@costco.com
Subject: Get ready for savings — 50% off top picks!
Your personal offer: 50% off just for subscribers.",Slow
"From: no-reply@airbnb.com
Subject: Back in stock! Get 50% off now!
Check out our latest deals — 50% off selected items.",Slow
"From: promos@patagonia.com
Subject: Flash sale alert: 50% off for 24 hours only!
Shop new arrivals and get 50% off your first purchase. Don’t miss out!",Slow
"From: newsletter@apple.com
Subject: Flash deal: 30% off for the next 24 hours!
Our gift to you: 30% off for loyal customers.",Slow
"From: no-reply@airbnb.com
Subject: Early access: 30% off new arrivals!
Enjoy this special promotion: 30% off selected products.",Slow
"From: deals@expedia.com
Subject: Get ready for savings — 50% off top picks!
Your exclusive deal: 50% off before it expires.",Slow
"From: deals@expedia.com
Subject: Limited supply — 40% off while supplies last!
Refresh your wardrobe with 40% off new styles.",Slow
"From: offers@delta.com
Subject: Your deal is here: 35% off selected items!
Upgrade your collection with 35% off selected items.",Slow
"From: hello@etsy.com
Subject: Member exclusive: 30% off your next purchase!
Our biggest sale of the season — save 30% now!",Slow
"From: deals@bestbuy.com
Subject: Limited-time deal: get 25% off now!
We thought you’d like this: 25% off our top picks for you.",Slow
"From: offers@doordash.com
Subject: Spring sale is here! 20% off select items!
Don’t wait! 20% off ends at midnight tonight.",Slow
"From: promos@patagonia.com
Subject: Limited supply — 30% off while supplies last!
Enjoy this special promotion: 30% off selected products.",Slow
"From: news@lyft.com
Subject: New arrivals just dropped — shop now!
Treat yourself: 30% off our newest collection.",Slow
"From: news@wholefoods.com
Subject: Your favorite items are waiting — 25% off today!
Grab your favorites while supplies last — 25% off today.",Slow
"From: news@wholefoods.com
Subject: Your deal is here: 10% off selected items!
Special online savings: 10% off everything you love.",Slow
"From: sales@target.com
Subject: Exclusive offer just for you — 30% off today!
Your favorites are waiting! Save 30% today and treat yourself.",Slow
"From: offers@doordash.com
Subject: Your deal is here: 30% off selected items!
Special offer inside: 30% off your order. Don’t miss it!",Slow
"From: promos@patagonia.com
Subject: Don’t miss out on 15% off our bestsellers!
We’ve got something special for you. For a limited time, enjoy 15% off our most popular items.",Slow
"From: no-reply@sephora.com
Subject: Exclusive online offer: 30% off everything!
Check out our bestsellers — now 30% off!",Slow
"From: info@rei.com
Subject: You’ve earned 35% off — use it before it’s gone!
Your favorites are waiting! Save 35% today and treat yourself.",Slow
"From: hello@etsy.com
Subject: New arrivals just dropped — shop now!
Take 50% off and enjoy free shipping on select items.",Slow
"From: newsletter@apple.com
Subject: Exclusive online offer: 40% off everything!
Exclusive deal: 40% off everything in your cart. Act fast!",Slow
"From: no-reply@sephora.com
Subject: Special savings inside: 10% off everything!
It’s time to refresh your wardrobe — enjoy 10% off today!",Slow
"From: no-reply@sephora.com
Subject: Don’t miss our 30% off sale this weekend!
Flash deal: 30% off limited stock items.",Slow
"From: deals@bestbuy.com
Subject: Today only: 40% off your order!
It’s your lucky day! 40% off your next order.",Slow
"From: updates@netflix.com
Subject: Seasonal sale: 25% off your favorites!
Your exclusive deal: 25% off before it expires.",Slow
"From: rewards@uber.com
Subject: Shop today and enjoy 50% off everything!
Get the look you love with 50% off today.",Slow
"From: news@wholefoods.com
Subject: Time to refresh your favorites — 40% off sitewide!
Shop and save 40% on handpicked favorites.",Slow
"From: updates@netflix.com
Subject: Today only: 10% off your order!
Shop our newest collection with 10% off today.",Slow
"From: deals@bestbuy.com
Subject: Back in stock! Get 25% off now!
Don’t wait! 25% off ends at midnight tonight.",Slow
"From: hello@etsy.com
Subject: You’ve earned 15% off — use it before it’s gone!
Flash deal: 15% off limited stock items.",Slow
"From: rewards@starbucks.com
Subject: You’ve earned 15% off — use it before it’s gone!
We’ve got something special for you. For a limited time, enjoy 15% off our most popular items.",Slow
"From: newsletter@costco.com
Subject: Your deal is here: 50% off selected items!
It’s your lucky day! 50% off your next order.",Slow
"From: promos@patagonia.com
Subject: Exclusive offer just for you — 30% off today!
Our biggest sale of the season — save 30% now!",Slow
"From: news@wholefoods.com
Subject: Your deal is here: 30% off selected items!
Upgrade your collection with 30% off selected items.",Slow
"From: newsletter@apple.com
Subject: Shop today and enjoy 25% off everything!
Only a few hours left — claim your 25% discount now!",Slow
"From: no-reply@sephora.com
Subject: Shop more, save more — up to 25% off!
We thought you’d like this: 25% off our top picks for you.",Slow
"From: offers@doordash.com
Subject: Back in stock! Get 25% off now!
It’s time to refresh your wardrobe — enjoy 25% off today!",Slow
"From: hello@etsy.com
Subject: Don’t miss our 20% off sale this weekend!
Your favorites are waiting! Save 20% today and treat yourself.",Slow
"From: rewards@starbucks.com
Subject: Today only: 30% off your order!
Shop our newest collection with 30% off today.",Slow
"From: no-reply@sephora.com
Subject: Don’t wait! 30% off ends soon!
We thought you’d like this: 30% off our top picks for you.",Slow
"From: info@rei.com
Subject: Your deal is here: 30% off selected items!
Our gift to you: 30% off for loyal customers.",Slow
"From: hello@etsy.com
Subject: Don’t wait! 50% off ends soon!
Ready to save? 50% off for a limited time only. Shop now!",Slow
"From: updates@netflix.com
Subject: Hot picks: 10% off today only!
Your favorites are discounted! 10% off for a short time.",Slow
"From: offers@delta.com
Subject: Save 30% on your next order!
Ready to save? 30% off for a limited time only. Shop now!",Slow
